               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 148,            0.011661,           0.0039589,                   0,             0.90442,             0.95823,              0.9627,              0.8605,            0.014211,           0.0034785,                   0,            0.005149,            0.005149,            0.005149
                 149,            0.012457,           0.0048754,                   0,             0.95069,             0.89873,             0.95799,             0.87394,            0.014089,           0.0034798,                   0,            0.005116,            0.005116,            0.005116
                 150,            0.011813,           0.0044552,                   0,             0.89395,             0.96031,             0.95225,             0.84775,            0.014204,           0.0036068,                   0,            0.005083,            0.005083,            0.005083
                 151,            0.012696,           0.0044637,                   0,             0.91439,             0.94937,             0.95183,             0.83557,            0.014403,           0.0036179,                   0,             0.00505,             0.00505,             0.00505
                 152,            0.012009,            0.004564,                   0,             0.91458,             0.94937,             0.95357,             0.84011,            0.013896,           0.0035651,                   0,            0.005017,            0.005017,            0.005017
                 153,            0.011714,           0.0048214,                   0,             0.91391,             0.94937,             0.95702,             0.85546,            0.013884,           0.0035253,                   0,            0.004984,            0.004984,            0.004984
                 154,            0.012802,           0.0049471,                   0,             0.91788,             0.94937,             0.94996,             0.84279,            0.013949,           0.0036992,                   0,            0.004951,            0.004951,            0.004951
                 155,            0.012903,           0.0045362,                   0,             0.92097,             0.94937,             0.95409,             0.83993,            0.014287,           0.0035904,                   0,            0.004918,            0.004918,            0.004918
                 156,            0.013636,           0.0047411,                   0,             0.92379,             0.96203,             0.95571,             0.85128,            0.013956,           0.0035933,                   0,            0.004885,            0.004885,            0.004885
                 157,            0.012159,           0.0039737,                   0,             0.91355,             0.96203,             0.95359,             0.83844,            0.014122,           0.0036346,                   0,            0.004852,            0.004852,            0.004852
                 158,            0.012836,           0.0046072,                   0,             0.89513,              0.9724,             0.95915,             0.85856,            0.014057,           0.0035973,                   0,            0.004819,            0.004819,            0.004819
                 159,            0.012451,           0.0052173,                   0,             0.94919,             0.94599,             0.95391,              0.8538,             0.01449,           0.0036805,                   0,            0.004786,            0.004786,            0.004786
                 160,            0.011632,           0.0040006,                   0,             0.93589,             0.94937,             0.94968,             0.82969,            0.015304,           0.0037632,                   0,            0.004753,            0.004753,            0.004753
                 161,            0.012284,           0.0054316,                   0,              0.9268,             0.96166,             0.95331,             0.82657,            0.015456,            0.003716,                   0,             0.00472,             0.00472,             0.00472
                 162,            0.011826,           0.0043804,                   0,             0.94854,             0.93336,             0.96242,             0.84391,            0.014837,           0.0035792,                   0,            0.004687,            0.004687,            0.004687
                 163,            0.011989,           0.0043583,                   0,             0.94441,             0.94937,             0.96402,             0.85181,            0.014571,           0.0034653,                   0,            0.004654,            0.004654,            0.004654
                 164,             0.01137,           0.0040054,                   0,             0.93506,             0.94937,             0.96071,              0.8518,            0.013977,           0.0034049,                   0,            0.004621,            0.004621,            0.004621
                 165,            0.012368,           0.0041692,                   0,             0.92665,             0.95952,             0.96195,             0.84816,            0.014309,           0.0035913,                   0,            0.004588,            0.004588,            0.004588
                 166,            0.012083,           0.0042154,                   0,             0.94863,             0.93504,             0.96125,             0.84218,            0.014344,           0.0035527,                   0,            0.004555,            0.004555,            0.004555
                 167,            0.011159,           0.0039356,                   0,             0.94921,              0.9464,              0.9606,             0.84063,            0.014331,            0.003613,                   0,            0.004522,            0.004522,            0.004522
                 168,            0.011051,           0.0042861,                   0,             0.94686,             0.94937,             0.96056,             0.84615,            0.014067,           0.0035473,                   0,            0.004489,            0.004489,            0.004489
